TransactionID,Time,Amount,CardholderName,MerchantName,MCC,Location,Device,IPAddress,TransactionSpeed,Fraud
3010,2025-04-17 14:18:08,368.23,Catherine Willis,Thomas Ltd,5968,South Amyview,POS,85.51.102.99,23.36,0
3011,2025-02-04 17:56:11,253.52,Scott Schwartz,"Yu, Miller and Hunt",7299,New Shelly,iOS,180.34.208.37,51.5,0
3012,2024-09-21 19:05:05,574.57,Darryl Young,Dorsey PLC,5942,North Craigport,Web,98.34.70.214,32.81,0
3013,2024-06-01 12:07:34,579.71,John Freeman,Reynolds and Sons,5261,Jesseland,Web,132.226.133.253,19.06,0
3014,2024-06-23 03:34:58,223.42,Antonio Mayer,"Thompson, Stevens and Horn",5968,Port Evan,Android,205.241.81.67,40.0,0
3015,2024-09-01 06:20:55,820.68,Jenna Rodriguez,"Velasquez, Wood and White",5411,East Susan,Android,87.134.187.250,51.7,0
3016,2024-08-16 11:11:35,697.07,Kelsey Powers,Gonzalez-Coleman,5968,West Michael,iOS,17.158.220.23,10.59,0
3017,2024-06-23 09:23:33,783.46,Maria Campos,Frazier Ltd,5411,South Annette,POS,40.101.93.120,55.68,0
3018,2025-01-21 19:53:14,426.29,Danielle Edwards,Adams-Esparza,7299,Morrisburgh,Web,177.168.200.120,55.77,0
3019,2024-05-24 16:54:13,270.44,Christopher Mcdaniel,"Phillips, Wagner and Saunders",5261,Avilahaven,Android,162.60.123.23,1.89,0
3020,2024-10-24 21:08:01,501.78,Rachael Bird,"Murray, Myers and Fitzgerald",5261,East Sandraberg,POS,31.192.127.142,0.22,0
3021,2025-02-02 10:50:34,677.51,Russell Price,Kennedy Inc,5968,Benjaminside,Web,9.79.40.165,49.38,0
3022,2024-07-09 05:27:01,366.85,Melissa Adkins,"Baker, Beard and Gordon",5411,North Misty,Web,221.60.222.48,16.0,0
3023,2024-08-04 19:31:19,382.92,Brittany Leonard,"Marks, Simmons and Elliott",7299,East Ryan,POS,171.31.123.36,11.42,0
3024,2024-10-08 17:12:47,176.37,Lindsey Gutierrez,Mendoza Ltd,5411,Campbellstad,iOS,130.223.104.242,56.89,0
3025,2024-07-12 09:19:55,307.77,Steven Foley,Arias PLC,5812,Riveraborough,Web,175.168.170.191,26.86,0
3026,2024-12-21 16:51:36,661.98,David Bowen,"Avila, Franklin and Davis",5968,North Gordonfort,Android,205.187.71.133,17.95,0
3027,2024-10-25 07:46:15,710.36,Mark Mcgee,White Ltd,5812,Ortizstad,POS,72.210.205.59,34.32,0
3028,2024-08-25 20:23:00,413.16,Mark Maldonado,Smith PLC,5411,New Charleschester,Android,30.195.217.117,14.4,0
3029,2024-06-15 05:04:23,19.16,Veronica Davis,Taylor LLC,5968,Hollyburgh,Android,82.5.65.126,2.41,0
3030,2024-07-20 13:10:22,3272.64,Susan Franklin,Ross Inc,5812,Crystalchester,Web,143.250.164.173,118.82,1
3031,2025-03-28 17:13:10,47.66,Paul Reese,"Morgan, Johnson and Melendez",5942,New Charlesfort,iOS,197.139.114.147,30.48,0
3032,2024-07-14 03:51:05,883.97,John Stanley,Luna PLC,5968,Ericmouth,iOS,222.198.100.195,53.49,0
3033,2024-07-12 00:28:17,224.35,Michelle Sanchez,Jackson LLC,7299,Mariaborough,Android,121.110.241.54,40.57,0
3034,2024-11-19 01:08:02,528.18,Jennifer Bolton,Young-Harper,5942,Colleenmouth,Android,219.185.88.206,45.84,0
3035,2024-06-01 02:16:52,567.98,Sergio Kent,Cardenas Inc,5261,Port Tonybury,iOS,191.221.234.204,15.93,0
3036,2025-03-19 07:47:14,110.22,Peter Martinez,Moss-Edwards,5942,South Lance,POS,45.226.105.123,21.91,0
3037,2024-06-03 11:22:09,945.91,Christopher Kelly,Shannon-Carpenter,5942,Christopherville,Android,215.228.89.173,25.91,0
3038,2024-09-19 05:36:05,138.4,Ryan Ward,Weiss Group,5261,South Tyler,Web,106.170.127.62,12.22,0
3039,2024-11-21 01:18:16,457.42,Victor Hernandez,Cannon-Poole,5261,New Brian,Web,190.182.13.3,14.67,0
3040,2025-02-05 21:50:34,247.88,Kristen Perez,Williams Group,5812,West Carl,Web,65.101.104.203,31.84,0
3041,2024-11-18 05:30:25,614.01,Robert Bishop,Lam Ltd,5812,Blakeshire,Android,201.69.86.204,38.32,0
3042,2025-04-14 22:28:36,960.84,Ana Sanchez,"Reed, Singleton and Adams",5261,Port Tony,iOS,205.189.133.217,27.72,0
3043,2025-01-20 09:45:11,452.0,Michael Alvarez,Hart and Sons,5968,North Kelly,Web,220.155.169.217,23.69,0
3044,2024-05-09 23:45:50,528.87,Sierra Curry,Sosa-Holland,5968,Davisland,Web,91.247.117.96,0.28,0
3045,2024-10-19 20:01:28,39.15,Brittany Miller,Abbott Ltd,7299,Lake Lauramouth,iOS,117.40.87.227,1.17,0
3046,2024-09-07 03:22:17,756.08,Kimberly Anderson MD,"Guzman, Turner and Pierce",7299,East Brian,iOS,37.99.42.7,47.35,0
3047,2025-01-11 17:29:39,647.26,Joel Day,"Myers, Taylor and Robinson",5812,East Emilymouth,Web,101.68.16.170,54.32,0
3048,2024-10-11 00:14:54,47.56,Scott Franco,"Russell, Estrada and Garcia",5411,East Gregoryview,POS,165.143.251.196,58.71,0
3049,2024-06-30 04:18:47,45.43,Andrew Johnston,Wright-Mora,5812,Port Robert,POS,115.28.243.40,3.77,0
3050,2024-12-31 20:43:54,36.24,Scott Thomas,"Harris, Johnson and Harvey",7299,West Thomas,POS,99.211.218.234,30.56,0
3051,2025-04-01 21:30:14,462.61,Jeffrey Bass,Kramer-Duran,7299,New Valerie,POS,10.145.208.154,15.82,0
3052,2024-09-14 06:43:35,277.09,Kimberly Dominguez,Phillips Inc,5942,New Codyborough,Android,139.108.243.17,19.36,0
3053,2024-11-04 10:54:55,692.31,Debra Harris,"Davis, Brown and Gibson",5411,East Danielleshire,Android,203.79.213.132,42.26,0
3054,2025-01-19 05:52:13,62.56,Craig Greene,Wilcox Ltd,5261,Juliemouth,POS,96.3.129.136,23.26,0
3055,2024-10-13 09:30:16,410.55,Brett Gonzales,Cortez PLC,5942,Port Melindaburgh,Web,34.210.106.206,4.27,0
3056,2025-01-05 05:22:04,383.51,Melvin Thompson,"Bolton, Hardy and Thompson",5411,New Melanie,iOS,10.244.3.43,40.25,0
3057,2024-07-09 02:17:29,996.25,Eric Esparza,Hamilton and Sons,5968,Damonville,Web,22.133.179.205,5.51,0
3058,2024-06-07 03:21:40,150.03,Alyssa Ellis,Myers-Rogers,5411,Kristenport,POS,183.137.40.167,45.42,0
3059,2024-08-19 05:39:55,651.35,Robert Freeman,"Terry, Carter and Burnett",5968,Rivasmouth,Web,27.155.208.64,59.92,0
3060,2025-04-06 13:27:15,852.04,Shawn Johnson,Johnson LLC,5261,West Tinafort,iOS,204.10.121.107,44.36,0
3061,2024-07-18 05:22:29,979.98,Rhonda Taylor,Tyler Inc,5261,Kimberlychester,Web,126.11.247.144,13.06,0
3062,2024-12-24 10:58:24,896.49,Jeremy Lewis,Montes Ltd,5968,Miketon,iOS,183.89.28.5,3.33,0
3063,2025-02-14 12:23:54,117.75,John Woods,"Taylor, Martin and Reynolds",5261,New Latoyachester,iOS,68.87.242.48,54.09,0
3064,2024-06-02 07:48:43,954.4,Alan Webb,Clark-Roth,7299,Steventown,iOS,153.23.38.180,42.79,0
3065,2024-05-10 04:16:22,1122.18,Sherry Henderson,Dorsey LLC,5261,Dianaside,POS,190.22.91.191,88.25,1
3066,2025-02-07 06:59:25,379.25,Natasha Price,Zhang Inc,5812,Stephaniestad,POS,76.113.232.51,34.8,0
3067,2024-07-21 17:32:41,818.75,Mark Clark,Austin Ltd,7299,Curryburgh,POS,66.73.1.199,54.76,0
3068,2025-03-07 02:23:09,259.42,Brianna Briggs,Patel-Davis,7299,North Mariamouth,iOS,20.239.15.124,43.6,0
3069,2025-02-04 22:46:19,107.53,Ricky Murphy,Orozco-Cooper,5968,Lake Jilltown,POS,45.74.168.199,39.34,0
3070,2024-07-08 13:52:43,285.64,Curtis Moore,Oliver PLC,5942,Lake Amandaberg,iOS,187.20.167.20,4.34,0
3071,2024-07-16 01:39:07,713.63,Hector Dawson,"Dyer, Kelley and Shelton",5411,Campbellbury,Web,107.231.136.216,10.47,0
3072,2024-10-03 23:59:15,766.07,Dr. Debbie Myers,Cooper-Butler,5812,Mirandaville,Web,97.173.189.26,54.55,0
3073,2024-10-10 19:54:25,42.98,Zachary Christensen,Wright-Lewis,7299,West Tony,POS,13.73.253.111,16.39,0
3074,2024-06-23 01:43:32,159.67,Edward Jones,Wright-Wall,5261,West Chadmouth,Android,114.190.108.150,12.91,0
3075,2024-07-30 04:54:16,21.3,Daniel Higgins,"Carroll, Torres and King",5968,Meganfurt,POS,54.208.82.219,31.8,0
3076,2024-05-14 03:42:31,1500.02,Bryan Hansen,Welch Group,5261,North Williambury,POS,27.5.128.85,93.08,1
3077,2025-04-29 04:36:14,409.06,Jennifer Harris,Hall-Sherman,5812,Brownmouth,iOS,143.174.176.12,50.96,0
3078,2025-03-15 10:56:07,300.83,Russell Marsh,"Hicks, Combs and Brown",5968,East Allen,POS,91.4.217.186,47.16,0
3079,2024-05-18 18:58:57,711.4,Troy Hardin,Mooney-Alvarado,5812,Port Ryan,Web,90.8.198.102,8.43,0
3080,2025-01-02 07:09:58,821.28,Kelsey Davis,Vega LLC,5942,Woodborough,Web,185.199.135.198,43.65,0
3081,2024-08-02 21:22:05,785.82,Mrs. Margaret Lopez,"Anthony, Myers and Morgan",5942,South Ashleystad,POS,58.183.167.48,7.34,0
3082,2024-06-09 16:53:49,960.06,Bradley Santana,Hernandez-Miller,5261,Brittanyview,POS,49.189.99.240,42.75,0
3083,2024-09-23 12:04:30,213.62,Miss Gabrielle Lopez,Dyer-Martin,7299,West Kurt,iOS,109.111.122.244,48.44,0
3084,2024-06-04 07:04:14,515.58,James Manning,Williams-Larson,5411,Rodriguezshire,Web,192.36.40.116,4.25,0
3085,2025-04-11 02:12:22,397.39,Stefanie Young,Bush-Sparks,7299,Rojasborough,Android,14.90.41.44,34.52,0
3086,2024-08-22 03:55:06,15.88,Kimberly Smith,Thompson-Smith,5411,Williamhaven,Android,92.80.151.28,15.67,0
3087,2024-09-10 21:11:35,58.57,Denise Bryant,Pratt-Martin,5261,North Christophermouth,iOS,180.135.203.84,55.02,0
3088,2024-11-02 13:17:36,925.3,Chris Sanders,"Sawyer, Acevedo and Garcia",5812,Ricebury,POS,73.106.65.88,9.16,0
3089,2024-07-02 13:30:10,912.57,Jeremy Thompson,Yang LLC,5261,North Anthonyland,POS,116.61.1.175,8.47,0
3090,2024-05-19 01:11:28,55.85,Audrey Powell,Carter-Mcdonald,7299,Loganburgh,iOS,203.245.128.138,14.08,0
3091,2025-02-04 15:44:56,497.59,Daniel Spencer,Wilson Group,5411,Port Jesse,Web,144.113.194.239,5.01,0
3092,2024-05-11 10:34:49,424.76,Joe Green,Barnes and Sons,5812,New Shannon,Web,220.237.183.221,54.18,0
3093,2024-07-04 10:58:40,738.09,Mark Bennett,"Griffin, Taylor and White",5968,Smithstad,Android,201.69.82.167,5.1,0
3094,2025-01-28 03:52:42,573.61,Jeremiah Thomas,Gilbert Inc,5261,Lake Cherylside,iOS,18.116.51.245,38.08,0
3095,2024-05-22 22:28:38,528.8,Mark Sloan,Wood-Mayer,5261,Samanthaberg,iOS,138.148.7.239,59.42,0
3096,2024-08-31 02:03:24,85.1,Sara Andrews,"Salazar, Townsend and Morgan",5261,Youngfort,Web,192.0.96.197,16.2,0
3097,2024-07-08 16:18:01,751.74,Barbara Cunningham,Thompson-Maddox,5968,Melindaburgh,iOS,84.43.174.187,30.17,0
3098,2024-12-26 04:38:48,279.81,Elizabeth Richards,Powell PLC,7299,West Thomas,POS,139.142.179.243,17.71,0
3099,2024-07-13 03:17:05,788.45,Stanley Harris,"Williams, Moore and Patterson",5812,Youngville,POS,22.202.242.32,42.38,0
3100,2024-06-20 07:38:12,529.44,Daniel Wilson,Mcmillan-Ayers,5968,East Gabrielleport,iOS,177.179.18.250,27.44,0
3101,2024-08-11 13:41:24,98.74,David Stone,Harris LLC,5942,South Brittany,Web,88.76.51.117,39.65,0
3102,2024-09-03 20:14:07,73.23,William Hanna,Cobb Group,5968,Kevinchester,POS,105.79.31.148,18.25,0
3103,2024-11-12 22:29:04,308.51,Patricia Arias,"Fitzpatrick, Wright and Martin",7299,Port James,Android,148.93.6.146,15.12,0
3104,2024-11-25 05:43:32,58.67,Charles Bryant,Jones Group,5812,Port Lynn,POS,104.91.172.187,23.99,0
3105,2024-11-06 11:06:38,297.31,Robin Mcdonald,"Collins, Garcia and Simmons",5968,Lake Tony,POS,144.220.31.132,24.52,0
3106,2024-11-07 09:12:05,674.96,Robert Jenkins,"Roberts, Davis and Kirk",5812,East Victor,Android,191.124.180.67,53.47,0
3107,2025-04-15 12:50:00,859.73,Emma Russell,Hardin Inc,5968,Lake Deborahhaven,iOS,24.66.167.76,40.02,0
3108,2024-06-16 07:43:17,682.1,Robert Garcia,"Grimes, Cameron and Haney",5261,North Michael,Android,27.47.103.157,33.83,0
3109,2025-01-13 01:51:27,250.91,John Graham,Williams-Ali,5812,Andrewbury,POS,152.165.101.63,9.27,0
3110,2024-05-08 05:08:41,187.75,James Nash,"Krueger, Roberts and Austin",5942,Austinbury,POS,197.48.215.219,1.95,0
3111,2025-02-22 05:30:27,224.14,Melissa Collins,Arias-Gonzalez,5968,Port Larry,POS,106.22.16.172,16.14,0
3112,2024-08-01 02:55:16,513.6,Timothy Beard,Spence-Jimenez,5411,South James,Android,179.174.15.179,20.74,0
3113,2024-07-27 21:33:42,71.0,James Lowery,Evans-Richard,5812,West Eric,iOS,14.236.13.186,3.25,0
3114,2025-02-28 00:02:58,386.95,Jennifer Rhodes,"Odonnell, Pratt and White",5411,Lake Jason,POS,24.94.103.12,1.32,0
3115,2024-12-13 04:53:25,808.38,Amber Scott,Reyes Group,5942,Debrachester,iOS,176.130.244.225,25.64,0
3116,2024-07-16 20:55:58,999.19,Charles Arnold,Parker-Hernandez,5812,Jessicaview,Android,146.134.141.250,8.28,0
3117,2024-06-15 07:56:41,323.43,Amy Martin,Mcdonald-Torres,5411,West Robert,iOS,183.89.96.229,27.14,0
3118,2024-11-12 04:12:40,360.67,Taylor Hill,Gonzales-Mcclain,5968,Marioside,Web,144.93.30.52,13.08,0
3119,2024-10-24 07:02:28,464.4,Betty Richards,"Johnson, Brewer and Alexander",7299,Dunntown,Android,153.56.194.0,54.64,0
3120,2025-01-16 12:59:41,539.34,Jasmine Barnett,"Bryant, Buckley and Griffin",5261,Mccarthybury,iOS,120.179.48.163,6.28,0
3121,2024-07-15 02:49:10,743.7,Carlos Nelson,Livingston-Hull,5411,Cruzport,Web,2.98.185.210,45.34,0
3122,2024-08-26 21:20:46,48.17,Paul Sanchez,"Montgomery, Nelson and Juarez",5812,West Kaylee,Android,164.48.119.187,2.12,0
3123,2024-11-01 18:33:23,749.6,Brandon Harris,"Chan, Suarez and Matthews",5411,Jamesfort,Web,137.161.102.64,13.86,0
3124,2024-06-10 14:07:43,546.21,Robin Anderson,Evans and Sons,5261,Lake Tyronefurt,Web,206.123.31.51,46.12,0
3125,2024-08-17 09:22:42,914.96,David Johnson,Hancock and Sons,5942,Ashleychester,POS,207.82.106.119,40.08,0
3126,2025-03-21 23:00:53,105.71,Alexander Bell,Hughes-Mason,5968,West Jeffreyfort,POS,207.172.63.11,13.67,0
3127,2024-06-09 07:16:52,708.65,Megan Shields,Stephens-Smith,5942,South Michaelhaven,iOS,79.189.225.33,23.49,0
3128,2024-05-17 02:40:04,379.23,Holly Kelly,Smith LLC,7299,West Mitchell,Android,105.191.189.47,15.4,0
3129,2024-06-05 04:21:33,190.08,Carly Tucker PhD,Estrada PLC,5812,Stephaniemouth,Android,54.111.127.251,42.86,0
3130,2025-01-10 07:57:29,876.87,Steven Bailey,"Frazier, Morris and Murphy",5968,Sethborough,Android,171.217.78.39,38.95,0
3131,2024-05-01 07:29:17,725.14,Mrs. Tina Adams,Glass Inc,7299,Reyesview,Android,101.121.135.40,41.67,0
3132,2025-04-14 19:50:31,382.36,Jason Park,Bryan-Smith,5942,Ramirezbury,Web,209.255.74.80,37.13,0
3133,2024-09-12 04:37:40,668.56,Brandon Smith,Davis Inc,5968,West Danielle,Android,67.180.175.56,14.03,0
3134,2024-09-10 07:54:53,902.48,Tara Benjamin,Koch Group,5261,West Joseph,Android,65.56.58.157,13.75,0
3135,2024-12-08 18:05:21,407.55,Dustin Wallace,"Huynh, Harris and Nicholson",5968,Cherylport,iOS,131.189.251.47,41.41,0
3136,2024-08-28 02:03:25,866.52,Jeremy Thomas,Haas LLC,7299,Lake Robinport,POS,137.228.135.33,17.38,0
3137,2025-01-20 15:53:21,943.7,Sara Jackson,Brown-Taylor,5812,New Amandaview,Web,57.225.30.136,14.95,0
3138,2024-09-22 08:52:14,858.55,Kayla Baker,"Grant, Martinez and Taylor",5261,Kimberlytown,Web,94.4.190.127,47.55,0
3139,2025-04-24 17:48:03,329.14,Anna Livingston,Nunez-Mckinney,5812,East Daniel,POS,35.213.182.72,3.42,0
3140,2024-08-31 12:15:40,663.11,Dawn Kennedy,"Maxwell, Nelson and Smith",5968,Lake Michael,Web,202.192.92.127,24.09,0
3141,2025-02-19 13:02:19,721.34,Steven Lopez,Knox Inc,5812,North Judy,Android,29.251.169.156,59.5,0
3142,2024-09-18 02:55:37,611.95,Laura Johnson,Sullivan LLC,7299,Port Mary,Android,117.115.166.27,51.21,0
3143,2024-09-11 14:33:40,473.07,Whitney King,Martinez-Escobar,5261,East Alec,iOS,174.140.251.69,24.2,0
3144,2025-03-04 06:24:41,170.15,Ashley Johnson,"Hobbs, Goodman and Hall",5411,Thomasview,Web,73.254.202.255,43.38,0
3145,2024-11-14 10:42:13,179.59,Emily Pierce,"Byrd, Hardin and Sanchez",5261,Grahamberg,Web,89.241.249.164,41.93,0
3146,2024-12-26 01:28:17,202.19,Anthony Hardy,"Ford, Warner and Robinson",5942,North Vincent,Web,6.102.76.52,0.56,0
3147,2025-01-02 12:41:24,355.87,Steven Kelly,"Johnson, Mcclure and Miller",5261,Port Pamelaberg,Android,140.143.19.55,23.8,0
3148,2025-03-22 08:50:29,970.62,Christopher Guerrero,Thomas LLC,5411,Henrymouth,Web,123.52.167.123,38.82,0
3149,2024-06-11 13:39:38,435.85,Sherri Fischer,"Olsen, Lewis and Wallace",5942,Adrianview,Android,207.51.243.18,8.0,0
3150,2024-07-19 12:10:19,286.47,Dylan Hartman,Keller Group,5411,North Lori,POS,119.174.203.150,24.85,0
3151,2024-11-25 05:48:08,313.68,Ronald Stephens,Thomas-Smith,5411,South Paige,POS,42.25.228.237,6.69,0
3152,2024-09-11 02:53:18,16.01,Elaine Hernandez DVM,Edwards-Nguyen,7299,East Samantha,POS,221.40.28.71,47.33,0
3153,2024-12-16 06:24:23,169.77,Tammy Baker,Wells-Jackson,5942,Hernandezfurt,Web,72.180.179.162,57.68,0
3154,2024-06-08 17:44:15,534.15,Mary Cohen,"Davis, Baker and Kennedy",5968,New Eric,POS,82.37.47.230,55.4,0
3155,2025-04-09 09:32:26,779.17,Dustin Simpson,"Moss, Bell and Miller",7299,South Leslie,iOS,37.72.92.27,20.51,0
3156,2024-10-01 03:15:44,812.08,Denise Bailey,Hughes-Black,5261,West Diana,iOS,14.210.16.96,26.12,0
3157,2024-09-22 09:56:18,733.71,Joshua Cantrell,Rogers Ltd,7299,Tannerville,Web,70.171.238.236,28.0,0
3158,2024-05-16 13:36:11,51.69,Caroline Sanford,"Ford, Jones and Young",7299,North Gabriela,Web,184.107.87.150,51.81,0
3159,2024-05-16 02:34:40,524.96,Jerome Alexander,Pierce Inc,5812,Serranomouth,iOS,130.137.6.13,33.95,0
3160,2024-09-12 04:15:02,503.67,Monica Mitchell,"Jackson, Walsh and Clark",7299,New Christina,iOS,199.66.124.168,3.08,0
3161,2025-02-24 14:28:04,425.28,Stephen Short,Miller and Sons,5968,Henryview,Android,20.231.48.88,10.11,0
3162,2024-12-26 15:47:45,949.49,Samuel Foster,"Ramirez, Doyle and Young",5942,North Vincentfort,iOS,92.154.204.40,45.09,0
3163,2024-08-25 12:03:26,374.75,Margaret Khan,Watson Ltd,5261,Alexandrialand,Web,148.7.117.167,52.55,0
3164,2024-12-24 06:58:46,787.13,Kenneth Vasquez,Taylor PLC,5942,Fergusonstad,Web,106.26.26.186,11.22,0
3165,2024-05-04 08:29:06,355.3,Phillip Edwards,"Pittman, Patel and Hoffman",5411,Franciscomouth,POS,223.250.0.43,22.7,0
3166,2024-08-05 05:22:53,384.78,Lauren Gordon,"Mercer, Mendoza and Lee",5968,East Gary,Android,140.195.198.120,45.31,0
3167,2024-09-04 09:51:08,396.06,Wanda Hanson,Mcbride-Wilson,5261,Andersonville,Web,108.10.107.131,57.05,0
3168,2025-03-31 23:43:40,157.52,Patrick White,"Morrow, Duffy and Figueroa",5411,Port Thomas,Android,183.112.98.122,17.25,0
3169,2024-07-23 16:55:44,541.8,Robert Woods,Sullivan-Phillips,5261,Robinland,Android,152.251.249.109,25.2,0
3170,2025-03-09 02:40:15,645.36,Ashley Wallace,Carroll-Johnson,5942,New Albertport,POS,29.233.189.22,53.99,0
3171,2024-07-15 07:22:51,720.37,Renee Davis,Malone Group,5261,East Jessica,Android,108.121.76.252,9.67,0
3172,2024-08-19 06:25:44,345.18,Valerie Trevino,Williams-Henderson,5942,Lake Eric,POS,8.37.236.10,50.39,0
3173,2025-02-13 00:27:42,625.18,Brady Richardson,Beck-Jackson,7299,Smithview,Android,157.155.70.207,55.38,0
3174,2024-10-23 22:16:06,786.01,Joseph Reed,Alvarez Inc,5261,North Carlosbury,POS,48.142.92.119,56.0,0
3175,2025-03-12 18:56:37,203.67,Cassie Madden,Fletcher PLC,5261,Heathershire,Android,220.221.32.175,2.21,0
3176,2024-12-24 11:14:29,103.34,Henry Sanford,Colon Inc,5812,South Harryview,Android,178.252.214.32,53.62,0
3177,2024-10-21 02:41:07,329.74,Douglas Murphy,"Silva, Howell and Kennedy",5411,West Cynthia,iOS,200.216.49.113,7.36,0
3178,2025-04-09 03:17:20,993.46,Deanna Rubio,Stewart-Mccall,5261,Margaretchester,POS,57.146.44.52,57.68,0
3179,2025-04-23 08:10:31,360.95,Rachel Benson,Dickerson-Sanchez,5942,New Mauriceland,Web,178.202.23.27,27.09,0
3180,2024-07-04 15:25:21,261.13,Lauren Hartman,Burke Group,5942,Mendezberg,iOS,9.26.133.41,40.32,0
3181,2024-11-16 06:18:09,843.88,Scott Robertson,"Brown, Page and Boyd",5942,Jimville,Web,150.185.212.161,9.57,0
3182,2024-09-22 18:38:45,408.6,Jason Williams,Moore LLC,5261,West Mollymouth,Web,136.245.76.17,34.04,0
3183,2024-11-04 19:21:08,976.92,Lindsey Ferrell,Fisher-Pugh,5968,Johnsonview,POS,147.51.73.209,57.88,0
3184,2025-03-23 21:11:19,17.87,Miss Lynn Washington MD,"Fischer, Lopez and Odom",5812,Theresachester,POS,177.11.101.95,7.14,0
3185,2024-05-05 14:22:46,361.41,Ryan Hammond,Hernandez-Sanchez,7299,West Charlesview,Android,162.77.160.182,34.79,0
3186,2024-06-28 05:38:30,627.79,Christian Molina,Jimenez LLC,5968,Port Matthew,POS,158.14.222.30,0.91,0
3187,2025-04-25 00:25:30,297.59,Manuel Ball,"Smith, Turner and Martinez",5411,East Joe,Web,149.6.72.165,28.89,0
3188,2024-09-16 20:41:00,867.26,Corey Houston,Barnes PLC,5261,Lake Amberstad,POS,63.220.17.222,3.31,0
3189,2024-12-23 23:38:13,903.54,Elizabeth Brown,Blackburn LLC,5812,Lake Steven,iOS,9.247.154.144,15.94,0
3190,2025-01-29 12:27:08,502.11,Mason Jenkins Jr.,Dudley-Matthews,5261,South Michael,Web,176.0.84.124,23.81,0
3191,2025-01-27 12:44:45,854.44,Marissa Spencer,Baker-Mcdonald,5968,Robinsonview,Web,223.58.12.82,19.57,0
3192,2024-08-24 03:38:32,121.92,Denise Martin,Wilson and Sons,5812,Lisashire,POS,103.1.24.139,11.71,0
3193,2024-05-04 03:00:17,506.98,Carrie Murillo,Davis LLC,5261,Garcialand,iOS,209.177.44.112,15.59,0
3194,2024-05-08 07:41:04,110.52,Sherry Robinson,"Howe, Moore and Walters",5812,West Sean,Web,193.170.255.254,33.34,0
3195,2024-08-16 17:23:16,839.31,Edward Key,Perez PLC,7299,Mcmahonport,iOS,75.179.128.119,13.03,0
3196,2024-07-21 18:26:45,371.93,Richard Howe,"Evans, Gonzalez and Burke",7299,Lake Paige,POS,191.200.9.50,56.11,0
3197,2024-12-04 13:18:05,411.37,Martin Turner,"Mcfarland, Barnes and Morgan",5942,East Johnfurt,POS,96.125.121.27,59.16,0
3198,2024-12-27 17:45:29,306.13,Garrett Campos,"Henson, Burns and Hubbard",7299,Port Williamhaven,iOS,150.101.80.43,28.66,0
3199,2024-08-06 06:19:17,315.7,Stephanie Morgan,Garcia and Sons,5968,Kevinfort,Web,16.218.198.199,59.06,0
3200,2025-01-10 17:43:56,526.84,Jerry Harris,Lee-Wright,5812,Danielport,iOS,65.183.35.49,39.18,0
3201,2024-10-20 01:46:56,170.53,Kristin Peterson,Gaines Inc,5968,Port Shawn,Android,133.111.100.178,41.5,0
3202,2024-07-03 22:55:02,87.77,Dean Pena,Carr-Fowler,5812,Wagnerfort,POS,48.94.175.109,53.92,0
3203,2024-09-14 21:05:51,693.8,Alan Park,Schneider LLC,5942,West Dean,Web,118.56.248.79,35.94,0
3204,2024-11-29 06:48:15,299.82,Jeffrey Hudson,Whitney and Sons,7299,South Shelby,Web,145.213.139.10,7.82,0
3205,2024-09-27 01:23:09,505.04,Jill Anderson,Daniels Inc,5812,Grahamville,iOS,153.4.60.251,58.65,0
3206,2024-07-21 03:07:34,671.53,Heather Mccormick,Meadows PLC,5411,Ericton,iOS,137.127.76.17,11.71,0
3207,2025-02-12 06:44:47,974.11,Joseph Miller,Ellis Group,5968,Port Robert,POS,190.125.205.182,41.03,0
3208,2025-03-29 03:12:14,73.95,Wendy George,"Norman, Wolfe and Reyes",5812,South Sylvia,iOS,145.229.247.103,56.33,0
3209,2024-11-08 18:02:19,680.46,Brandon Herrera,Lane and Sons,5968,Smithborough,Web,1.37.138.168,59.49,0
3210,2024-08-01 01:22:35,340.11,Shannon Cunningham,"Bowers, Nichols and Kelly",7299,Jasonberg,Android,152.210.61.51,42.42,0
3211,2024-05-08 06:06:13,281.86,Carla Park,Williams-Fisher,5261,New Hollymouth,Android,10.156.247.178,8.76,0
3212,2024-07-14 22:45:42,531.87,Shannon Hancock,Stanton LLC,5261,Edwardbury,iOS,172.232.19.11,29.01,0
3213,2024-09-03 22:53:33,396.07,Joseph Gutierrez,Dyer Inc,5812,Lewisport,Web,1.167.80.32,59.48,0
3214,2024-09-28 12:17:02,841.51,Sarah Simpson,Bentley-Fowler,7299,Jacksontown,Web,63.127.54.123,6.01,0
3215,2025-04-29 03:07:42,674.32,Nicole Rosario,Gordon Inc,5411,Dixonfort,Web,103.115.56.181,38.25,0
3216,2024-11-15 13:51:10,537.76,Jack Castro,"Harrison, Ross and Stewart",5968,West Katrina,Android,102.151.27.119,26.34,0
3217,2025-01-18 21:00:36,597.01,Eric Thomas,Hickman-Cain,5411,Carolberg,Web,91.200.50.99,24.73,0
3218,2024-08-26 20:01:00,466.04,William Gardner,Romero Ltd,5411,Stephentown,POS,118.177.214.235,32.84,0
3219,2025-01-19 22:48:22,655.31,Becky Church,"Barker, Cruz and Johnson",5812,South Kayla,iOS,1.71.28.246,30.88,0
3220,2024-06-22 12:03:54,421.44,Nancy Martin,Garcia and Sons,7299,Port Micheleton,iOS,136.206.43.47,57.69,0
